"","ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"26836","107",0.55,0,0,0.43,0.02
"26837","108",0,0,0.16,0.44,0.4
"26838","109",0.97,0,0,0.02,0.01
"26839","110",0.16,0,0.07,0.26,0.51
"26840","111",0.4,0,0.02,0.53,0.05
"26841","112",0.77,0,0,0.15,0.08
"26842","113",0.31,0,0.07,0.45,0.17
"26843","114",0.04,0,0.01,0.81,0.14
"26844","115",0,0,0,0,1
"26845","116",0.77,0,0,0.1,0.13
"26846","117",0.87,0,0,0.1,0.03
"26847","118",0,0,0.12,0.45,0.43
"26848","119",0.1,0,0.07,0.77,0.06
"26849","120",0.34,0.01,0.06,0.08,0.51
"26850","121",0.63,0,0,0,0.37
"26851","122",0.96,0,0,0,0.04
"26852","123",0.99,0,0,0,0.01
"26853","124",0,0.01,0,0,0.99
"26854","125",0,0,0.03,0.01,0.96
"26855","126",0.96,0,0,0.03,0.01
"26856","127",0,0.01,0.25,0,0.74
"26857","128",0.79,0,0,0.07,0.14
"26858","129",1,0,0,0,0
"26859","130",0.96,0,0,0.04,0
"26860","131",0.61,0,0,0.35,0.04
"26861","132",1,0,0,0,0
"26862","133",0.73,0,0,0,0.27
"26863","134",0.35,0,0.01,0.48,0.16
"26864","135",0.79,0,0.03,0.06,0.12
"26865","136",0.37,0,0,0.61,0.02
"26866","137",0.43,0,0.02,0.11,0.44
"26867","138",0,0,0.02,0,0.98
"26868","139",0.55,0,0,0.36,0.09
"26869","140",0.07,0,0,0.03,0.9
"26870","141",0.75,0,0,0.08,0.17
"26871","142",0.1,0,0,0,0.9
"26872","143",0.34,0,0.03,0.43,0.2
"26873","144",0.33,0,0.01,0.42,0.24
"26874","145",0.37,0.01,0.02,0.3,0.3
"26875","146",0.46,0,0.02,0.47,0.05
"26876","147",0.4,0.02,0.15,0.14,0.29
"26877","148",0.29,0,0.06,0.62,0.03
"26878","149",0,0,0.01,0,0.99
"26879","150",0.21,0,0.01,0,0.78
"26880","151",0.19,0,0.22,0.06,0.53
"26881","152",0.01,0,0.42,0,0.57
"26882","153",0.48,0,0,0.07,0.45
"26883","154",0,0,0.02,0.55,0.43
"26884","155",0.59,0,0,0.02,0.39
"26885","156",0.8,0,0,0.05,0.15
"26886","157",0.28,0,0,0.68,0.04
"26887","158",0,0,0.01,0,0.99
"26888","159",0.18,0,0.02,0.18,0.62
"26889","160",0.65,0,0,0.13,0.22
"26890","161",0.51,0,0,0.25,0.24
"26891","162",0.58,0,0,0.19,0.23
"26892","163",0,0.01,0,0,0.99
"26893","164",0.99,0,0,0.01,0
"26894","165",0.23,0,0.06,0.44,0.27
"26895","166",0.94,0,0,0,0.06
"26896","167",0.87,0,0,0.05,0.08
"26897","168",0.89,0,0.01,0.08,0.02
"26898","169",0.51,0,0,0.42,0.07
"26899","170",0.72,0,0,0.04,0.24
"26900","171",0,0,0.04,0,0.96
"26901","172",0.59,0,0,0.21,0.2
"26902","173",0.55,0,0.02,0.37,0.06
"26903","174",0.31,0,0,0.48,0.21
"26904","175",0.35,0.06,0.01,0.55,0.03
"26905","176",0.37,0,0,0,0.63
"26906","177",0.41,0,0.02,0.31,0.26
"26907","178",0.69,0,0.02,0.2,0.09
"26908","179",0.9,0,0,0.01,0.09
"26909","180",0.03,0,0.06,0.22,0.69
"26910","181",0,0,0.02,0,0.98
"26911","182",0.78,0,0.01,0.05,0.16
"26912","183",0.41,0,0,0.12,0.47
"26913","184",0.08,0,0.18,0.13,0.61
"26914","185",0.62,0,0.02,0.22,0.14
"26915","186",0.27,0,0,0.45,0.28
"26916","187",0,0,0,0,1
"26917","188",0.52,0,0.01,0.32,0.15
"26918","189",0.52,0,0,0.04,0.44
"26919","190",0.97,0,0,0.01,0.02
"26920","191",0.48,0.03,0.02,0.46,0.01
"26921","192",0.6,0,0.06,0.15,0.19
"26922","193",0.18,0,0.15,0.25,0.42
"26923","194",0.39,0,0.02,0.04,0.55
"26924","195",0.73,0,0,0.11,0.16
"26925","196",0.75,0,0,0,0.25
"26926","197",0.72,0,0,0.26,0.02
"26927","198",0.75,0,0,0.24,0.01
"26928","199",0.65,0,0.01,0.23,0.11
"26929","200",0.9,0,0,0.06,0.04
"26930","201",0,0,0.02,0,0.98
"26931","202",0.05,0,0.01,0.03,0.91
"26932","203",0.66,0,0,0.27,0.07
"26933","204",0.82,0,0,0.06,0.12
"26934","205",0.16,0,0.18,0.49,0.17
"26935","206",0.3,0,0.01,0.09,0.6
"26936","207",0.42,0,0.01,0.24,0.33
"26937","208",0.28,0,0.03,0.66,0.03
"26938","209",0.45,0,0.01,0.28,0.26
"26939","210",0.58,0,0.01,0.36,0.05
"26940","211",0,0,0.04,0,0.96
"26941","212",0.15,0,0.03,0.67,0.15
"26942","213",0.73,0,0,0.26,0.01
"26943","214",0.9,0,0,0.01,0.09
"26944","215",0,0,0,0,1
"26945","216",0.81,0,0.01,0.03,0.15
"26946","217",0.96,0,0.02,0,0.02
"26947","218",0.22,0,0.07,0.06,0.65
"26948","219",0.58,0.01,0.02,0.04,0.35
"26949","220",0.47,0,0,0.49,0.04
"26950","221",0.02,0,0.03,0.43,0.52
"26951","222",0,0.01,0.09,0,0.9
"26952","223",0.18,0.03,0.01,0,0.78
"26953","224",0.82,0,0,0.18,0
"26954","225",0.17,0,0.13,0.62,0.08
"26955","226",0.68,0,0.01,0.17,0.14
"26956","227",0.02,0,0.14,0.01,0.83
"26957","228",0,0,0,0,1
"26958","229",0.87,0,0,0.08,0.05
"26959","230",0,0,0.02,0,0.98
"26960","231",1,0,0,0,0
"26961","232",0.93,0,0,0.03,0.04
"26962","233",0.01,0,0.02,0,0.97
"26963","234",0.09,0,0.21,0.48,0.22
"26964","235",0.36,0,0.01,0.58,0.05
"26965","236",0.75,0,0,0,0.25
"26966","237",0.4,0,0,0.51,0.09
"26967","238",0,0,0.08,0.02,0.9
"26968","239",0.95,0,0,0.05,0
"26969","240",0.87,0,0.04,0.03,0.06
"26970","241",0.97,0,0,0.02,0.01
"26971","242",0.24,0,0,0.7,0.06
"26972","243",0.97,0,0.01,0,0.02
"26973","244",0.53,0,0.01,0.18,0.28
"26974","245",0.42,0,0.05,0.1,0.43
"26975","246",0.46,0,0.01,0.44,0.09
"26976","247",0.25,0,0,0.05,0.7
"26977","248",0.41,0,0.01,0.16,0.42
"26978","249",0.19,0,0,0.76,0.05
"26979","250",0.99,0,0,0,0.01
"26980","251",0,0,0.02,0.87,0.11
"26981","252",0.31,0,0.03,0.43,0.23
"26982","253",0,0,0.02,0,0.98
"26983","254",0.28,0,0.09,0.49,0.14
"26984","255",0,0,0.01,0,0.99
"26985","256",0.66,0,0.01,0.14,0.19
"26986","257",0.26,0,0.03,0.13,0.58
"26987","258",0.38,0,0,0,0.62
"26988","259",0.17,0,0.01,0.67,0.15
"26989","260",0.99,0,0,0,0.01
"26990","261",0.81,0,0,0.07,0.12
"26991","262",0.86,0,0,0.04,0.1
"26992","263",0.81,0,0,0.14,0.05
"26993","264",0.5,0,0,0.29,0.21
"26994","265",0.57,0,0.02,0.39,0.02
"26995","266",0.59,0.04,0.08,0.14,0.15
"26996","267",0,0.01,0.07,0.01,0.91
"26997","268",0,0.01,0.09,0,0.9
"26998","269",0,0,0,0,1
"26999","270",0.81,0,0,0.13,0.06
"27000","271",0.02,0,0.02,0,0.96
"27001","272",0.11,0.1,0.39,0,0.4
"27002","273",0.05,0.02,0.07,0.42,0.44
"27003","274",0.3,0.03,0.19,0.12,0.36
"27004","275",0.23,0,0.2,0.09,0.48
"27005","276",0,0,0.01,0,0.99
"27006","277",0,0.01,0.01,0,0.98
"27007","278",0.13,0,0.15,0.04,0.68
"27008","279",0.63,0,0.02,0.04,0.31
"27009","280",0.06,0.02,0.07,0.13,0.72
"27010","281",0.57,0,0.09,0.22,0.12
"27011","282",0.25,0,0.03,0.45,0.27
"27012","283",0,0,0,0,1
"27013","284",0.84,0,0,0.01,0.15
"27014","285",0.11,0,0.02,0.71,0.16
"27015","286",0.38,0,0.09,0.22,0.31
"27016","287",0,0,0.07,0,0.93
"27017","288",0,0,0,0,1
"27018","289",0.78,0,0.03,0.17,0.02
"27019","290",0.33,0,0.02,0.54,0.11
"27020","291",0.91,0,0.01,0.02,0.06
"27021","292",1,0,0,0,0
"27022","293",0.77,0,0,0.06,0.17
"27023","294",0.01,0,0.08,0.15,0.76
"27024","295",0.24,0,0.02,0.62,0.12
"27025","296",0,0,0,0,1
"27026","297",0.53,0,0.02,0.39,0.06
"27027","298",0.07,0.05,0.3,0.06,0.52
"27028","299",0.79,0,0.01,0.13,0.07
"27029","300",0.22,0,0.01,0.31,0.46
"27030","301",0.6,0,0.02,0.38,0
"27031","302",0.88,0,0,0,0.12
"27032","303",1,0,0,0,0
"27033","304",0.61,0,0.04,0.2,0.15
"27034","305",0,0.01,0.44,0.04,0.51
"27035","306",0.33,0,0.12,0.5,0.05
"27036","307",1,0,0,0,0
"27037","308",0.19,0.01,0,0.11,0.69
"27038","309",0.85,0,0,0.1,0.05
"27039","310",0.01,0.01,0,0,0.98
"27040","311",0.31,0.01,0.03,0.25,0.4
"27041","312",0.88,0,0,0.02,0.1
"27042","313",0.01,0.01,0.15,0,0.83
"27043","314",0.32,0,0.07,0.38,0.23
"27044","315",0,0,0,0,1
"27045","316",0.47,0,0,0.51,0.02
"27046","317",0.51,0,0.04,0.43,0.02
"27047","318",0.96,0,0,0.04,0
"27048","319",0,0,0,0.02,0.98
"27049","320",0.55,0,0,0.4,0.05
"27050","321",0.52,0,0.01,0.1,0.37
"27051","322",0,0,0.01,0,0.99
"27052","323",0,0,0,0,1
"27053","324",0.84,0,0,0,0.16
"27054","325",0.91,0,0,0.03,0.06
"27055","326",0.99,0,0,0.01,0
"27056","327",0.79,0,0,0.03,0.18
"27057","328",0.47,0,0,0.4,0.13
"27058","329",0.76,0,0,0.2,0.04
"27059","330",0.04,0,0.01,0.19,0.76
"27060","331",0.23,0,0.33,0.36,0.08
"27061","332",0,0,0.02,0,0.98
"27062","333",1,0,0,0,0
"27063","334",0.48,0,0,0.01,0.51
"27064","335",0,0.22,0.05,0,0.73
"27065","336",0.94,0,0,0.01,0.05
"27066","337",0,0,0.79,0.01,0.2
"27067","338",0.48,0,0,0.23,0.29
"27068","339",0.03,0.04,0.43,0.12,0.38
"27069","340",0.64,0,0.02,0.32,0.02
"27070","341",0.27,0,0.09,0.04,0.6
"27071","342",0.79,0,0,0.03,0.18
"27072","343",0.02,0,0.55,0.09,0.34
"27073","344",0.72,0,0,0.16,0.12
"27074","345",0.85,0,0,0.05,0.1
"27075","346",0.51,0,0.13,0.27,0.09
"27076","347",0.18,0,0,0.73,0.09
"27077","348",0.04,0.02,0.11,0,0.83
"27078","349",0.13,0,0.09,0.74,0.04
"27079","350",0.45,0,0.12,0.17,0.26
"27080","351",0.78,0,0.01,0.12,0.09
"27081","352",0,0,0.04,0,0.96
"27082","353",0.41,0,0.02,0.53,0.04
"27083","354",0.66,0,0.01,0.04,0.29
"27084","355",0.62,0,0.01,0.3,0.07
"27085","356",0,0.14,0.45,0,0.41
"27086","357",0.48,0,0.01,0.04,0.47
"27087","358",0.42,0,0,0.02,0.56
"27088","359",0.07,0.01,0.02,0,0.9
"27089","360",0.62,0,0,0.02,0.36
"27090","361",0.88,0,0,0,0.12
"27091","362",0.05,0.04,0.03,0.39,0.49
"27092","363",0.26,0,0.02,0.44,0.28
"27093","364",0.82,0.01,0,0.01,0.16
"27094","365",0.68,0,0.01,0.03,0.28
"27095","366",0,0.01,0.59,0,0.4
"27096","367",0.48,0,0.01,0.04,0.47
"27097","368",0.02,0.02,0.65,0.07,0.24
"27098","369",0,0,0.01,0,0.99
"27099","370",0.34,0,0.01,0.06,0.59
"27100","371",0.73,0,0.02,0.06,0.19
"27101","372",0.9,0,0,0.03,0.07
"27102","373",1,0,0,0,0
"27103","374",0.21,0,0.15,0.37,0.27
"27104","375",0,0,0.06,0,0.94
"27105","376",0.27,0,0.02,0.69,0.02
"27106","377",0.57,0,0.02,0.14,0.27
"27107","378",0.73,0,0.02,0.24,0.01
"27108","379",0.58,0,0.01,0.11,0.3
"27109","380",0.03,0.07,0.01,0.01,0.88
"27110","381",0.87,0,0.01,0.02,0.1
"27111","382",0,0.05,0.06,0.01,0.88
"27112","383",0,0.05,0.05,0,0.9
"27113","384",0,0,0.4,0.02,0.58
"27114","385",0.52,0,0,0.41,0.07
"27115","386",0.05,0,0.03,0.65,0.27
"27116","387",0,0,0.01,0,0.99
"27117","388",0.72,0,0.01,0.19,0.08
"27118","389",0.99,0,0,0,0.01
"27119","390",1,0,0,0,0
"27120","391",0.05,0,0.11,0.61,0.23
"27121","392",0,0,0,0,1
"27122","393",1,0,0,0,0
"27123","394",0,0.01,0.01,0,0.98
"27124","395",0.1,0,0,0.47,0.43
"27125","396",0.11,0,0.08,0.72,0.09
"27126","397",0.06,0,0.27,0.36,0.31
"27127","398",0.69,0.01,0.01,0,0.29
"27128","399",0.71,0,0,0.2,0.09
"27129","400",0.79,0.01,0.02,0.05,0.13
"27130","401",0.76,0,0,0.14,0.1
"27131","402",0.64,0,0,0.27,0.09
"27132","403",0.66,0,0.01,0.33,0
"27133","404",0,0.02,0.03,0,0.95
"27134","405",0.15,0,0.01,0,0.84
"27135","406",0.17,0,0,0.55,0.28
"27136","407",0.62,0,0,0,0.38
"27137","408",0.08,0,0.04,0.7,0.18
"27138","409",0.97,0,0,0.01,0.02
"27139","410",0,0.01,0.02,0.01,0.96
"27140","411",0.03,0,0.11,0.77,0.09
"27141","412",0.92,0,0,0.01,0.07
"27142","413",0.77,0,0,0.14,0.09
"27143","414",1,0,0,0,0
"27144","415",0.27,0,0.04,0.38,0.31
"27145","416",1,0,0,0,0
"27146","417",0.62,0,0.01,0.24,0.13
"27147","418",0.14,0,0.05,0.27,0.54
"27148","419",0.97,0,0,0,0.03
"27149","420",0.93,0,0.01,0.04,0.02
"27150","421",0.93,0,0,0.03,0.04
"27151","422",0,0,0,0,1
"27152","423",0,0.17,0.14,0,0.69
"27153","424",1,0,0,0,0
"27154","425",0.45,0,0.01,0.04,0.5
"27155","426",0.01,0.05,0.37,0.05,0.52
"27156","427",0.78,0,0,0.04,0.18
"27157","428",0.01,0,0.34,0,0.65
"27158","429",0.03,0,0,0.02,0.95
"27159","430",0,0,0,0,1
"27160","431",0.59,0,0,0.14,0.27
"27161","432",0.31,0,0.06,0.52,0.11
"27162","433",0.54,0,0,0.27,0.19
"27163","434",0.39,0,0.05,0.54,0.02
"27164","435",0,0,0.39,0,0.61
"27165","436",0,0,0,0,1
"27166","437",0.32,0.01,0,0.02,0.65
"27167","438",0.54,0,0.03,0.36,0.07
"27168","439",0,0,0,0,1
"27169","440",0.46,0,0,0.02,0.52
"27170","441",0.04,0.03,0.29,0.05,0.59
"27171","442",0.67,0,0,0.29,0.04
"27172","443",0.88,0,0,0.05,0.07
"27173","444",0.26,0,0.01,0.71,0.02
"27174","445",0.7,0,0,0.29,0.01
"27175","446",0.97,0,0,0.03,0
"27176","447",0.71,0,0.04,0.08,0.17
"27177","448",0.05,0.03,0,0,0.92
"27178","449",0.76,0.03,0.01,0.02,0.18
"27179","450",0.02,0,0.03,0.09,0.86
"27180","451",0,0,0.01,0,0.99
"27181","452",0.17,0,0.08,0.09,0.66
"27182","453",0.52,0,0,0.39,0.09
"27183","454",0,0,0.01,0,0.99
"27184","455",0.56,0,0,0.42,0.02
"27185","456",0.77,0,0.01,0.2,0.02
"27186","457",0.83,0,0,0.06,0.11
"27187","458",0.01,0.01,0.27,0.14,0.57
"27188","459",0.69,0,0,0.01,0.3
"27189","460",0,0,0.05,0,0.95
"27190","461",0.85,0,0,0.15,0
"27191","462",0.13,0,0.03,0.8,0.04
"27192","463",0,0,0.03,0,0.97
"27193","464",0.03,0,0.1,0.64,0.23
"27194","465",0.63,0,0,0.26,0.11
"27195","466",0.78,0,0,0.18,0.04
"27196","467",0.02,0,0.34,0.08,0.56
"27197","468",0.64,0,0.02,0.33,0.01
"27198","469",0.74,0,0,0,0.26
"27199","470",0.28,0,0.03,0.08,0.61
"27200","471",0,0,0.05,0,0.95
"27201","472",0,0,0.3,0.01,0.69
"27202","473",0.88,0,0,0,0.12
"27203","474",0.68,0,0,0.31,0.01
"27204","475",0.59,0,0,0.41,0
"27205","476",0.87,0,0,0.11,0.02
"27206","477",0.01,0,0.01,0,0.98
"27207","478",0.67,0,0.09,0.16,0.08
"27208","479",0,0,0.02,0,0.98
"27209","480",1,0,0,0,0
"27210","481",0,0,0.07,0.73,0.2
"27211","482",0.06,0,0.14,0.5,0.3
"27212","483",0.23,0,0,0.66,0.11
"27213","484",0.03,0,0.01,0.18,0.78
"27214","485",0.9,0.02,0.01,0.01,0.06
"27215","486",0.08,0,0.19,0.5,0.23
"27216","487",0.97,0,0,0.02,0.01
"27217","488",0.64,0,0.01,0.15,0.2
"27218","489",0.06,0,0.07,0,0.87
"27219","490",0,0,0,0,1
"27220","491",0,0,0,0,1
"27221","492",0,0,0.08,0.25,0.67
"27222","493",0.28,0,0.1,0.6,0.02
"27223","494",0.65,0,0.01,0.3,0.04
"27224","495",0.12,0.02,0.03,0.08,0.75
"27225","496",0.4,0,0,0.04,0.56
"27226","497",0.27,0,0,0.11,0.62
"27227","498",0.5,0,0.03,0.16,0.31
"27228","499",0.88,0,0,0.04,0.08
"27229","500",0.3,0,0.1,0.52,0.08
"27230","501",0.83,0,0,0,0.17
"27231","502",0.33,0,0.01,0.44,0.22
"27232","503",0.63,0.01,0.05,0.03,0.28
"27233","504",0.97,0,0,0.01,0.02
"27234","505",0.08,0,0,0.6,0.32
"27235","506",0.26,0,0.02,0.47,0.25
"27236","507",0.07,0,0.16,0.58,0.19
"27237","508",0.5,0,0.01,0.34,0.15
"27238","509",0.75,0.01,0.14,0.09,0.01
"27239","510",0.62,0,0,0,0.38
"27240","511",0.79,0.03,0.01,0.01,0.16
"27241","512",0.08,0,0.02,0.74,0.16
"27242","513",0.67,0,0.06,0.26,0.01
"27243","514",0.41,0,0.01,0.01,0.57
"27244","515",0.17,0.01,0,0.65,0.17
"27245","516",0.24,0,0.01,0.29,0.46
"27246","517",0.07,0,0.15,0.09,0.69
"27247","518",0.23,0.01,0,0.02,0.74
"27248","519",0,0,0,0,1
"27249","520",0,0,0.01,0,0.99
"27250","521",0.6,0,0,0.17,0.23
"27251","522",0.65,0.01,0.01,0.11,0.22
"27252","523",0.98,0,0.02,0,0
"27253","524",0.15,0,0.02,0.1,0.73
"27254","525",0.65,0,0,0,0.35
"27255","526",0.27,0.01,0.01,0.61,0.1
"27256","527",0.61,0,0,0.22,0.17
"27257","528",0.11,0,0.01,0.76,0.12
"27258","529",0,0,0.01,0,0.99
"27259","530",0.89,0,0,0.01,0.1
"27260","531",0,0.01,0.05,0,0.94
"27261","532",0.5,0,0,0.47,0.03
"27262","533",0.95,0,0,0,0.05
"27263","534",0.8,0,0,0.03,0.17
"27264","535",0.01,0.1,0.34,0,0.55
"27265","536",0.78,0,0,0,0.22
"27266","537",0.94,0,0,0.03,0.03
"27267","538",0.44,0,0.01,0.09,0.46
"27268","539",0.3,0,0,0.45,0.25
"27269","540",0.01,0,0.25,0.32,0.42
"27270","541",0,0,0.08,0.71,0.21
"27271","542",0,0,0.06,0,0.94
"27272","543",0.92,0,0,0,0.08
"27273","544",0,0,0.06,0,0.94
"27274","545",0.01,0,0.01,0,0.98
"27275","546",0.74,0,0.01,0.22,0.03
"27276","547",0,0,0.02,0,0.98
"27277","548",0.8,0,0.02,0.05,0.13
"27278","549",0.06,0.01,0.2,0.27,0.46
"27279","550",0,0,0,0,1
"27280","551",0.4,0,0,0.09,0.51
"27281","552",0.81,0,0,0.05,0.14
"27282","553",0.61,0,0.01,0.31,0.07
"27283","554",0.9,0,0,0.02,0.08
"27284","555",0,0,0,0,1
"27285","556",0.22,0.01,0.15,0.02,0.6
"27286","557",0.05,0,0.17,0.47,0.31
"27287","558",0.87,0,0.02,0.05,0.06
"27288","559",1,0,0,0,0
"27289","560",0.38,0,0,0.37,0.25
"27290","561",0.66,0,0.01,0.32,0.01
"27291","562",0.24,0.01,0.07,0.66,0.02
"27292","563",0.03,0,0.17,0.28,0.52
"27293","564",0.58,0,0,0.35,0.07
"27294","565",0.02,0,0.37,0,0.61
"27295","566",0.56,0,0,0.29,0.15
"27296","567",0,0,0.01,0,0.99
"27297","568",0.82,0,0.02,0.14,0.02
"27298","569",0.75,0,0,0.23,0.02
"27299","570",0.68,0,0,0.17,0.15
"27300","571",0.9,0,0,0.07,0.03
"27301","572",0.52,0,0.01,0.4,0.07
"27302","573",0,0,0.11,0.15,0.74
"27303","574",0,0.05,0.1,0,0.85
"27304","575",0.99,0,0,0,0.01
"27305","576",1,0,0,0,0
"27306","577",0.28,0,0.05,0.54,0.13
"27307","578",0.02,0,0,0,0.98
"27308","579",0,0.02,0.09,0,0.89
"27309","580",0.56,0,0,0.38,0.06
"27310","581",0.38,0,0,0.56,0.06
"27311","582",0.01,0,0.07,0,0.92
"27312","583",0.59,0,0.01,0.31,0.09
"27313","584",0.92,0,0,0.06,0.02
"27314","585",0.07,0,0.02,0.16,0.75
"27315","586",0.12,0.01,0.04,0,0.83
"27316","587",0.94,0,0.01,0.01,0.04
"27317","588",0.01,0.01,0.34,0.05,0.59
"27318","589",0.09,0,0.01,0.03,0.87
"27319","590",0.77,0,0,0.21,0.02
"27320","591",0.48,0,0,0.35,0.17
"27321","592",0.13,0,0.02,0.71,0.14
"27322","593",0.01,0,0,0,0.99
"27323","594",0.15,0,0.03,0.66,0.16
"27324","595",0.94,0,0,0.01,0.05
"27325","596",0.15,0,0.01,0.41,0.43
"27326","597",0.87,0,0.09,0.04,0
"27327","598",0.34,0,0.01,0.3,0.35
"27328","599",0.98,0,0,0.01,0.01
"27329","600",0.17,0.26,0.22,0,0.35
"27330","601",0,0,0,0,1
"27331","602",0.71,0,0,0.17,0.12
"27332","603",0.4,0,0.02,0.18,0.4
"27333","604",0.02,0,0.1,0.34,0.54
"27334","605",0,0,0,0,1
"27335","606",0,0.03,0.38,0.06,0.53
"27336","607",0.74,0,0.02,0.1,0.14
"27337","608",0.1,0.02,0.46,0.08,0.34
"27338","609",0,0.02,0,0,0.98
"27339","610",0.16,0.02,0.03,0.13,0.66
"27340","611",0.41,0,0.01,0.03,0.55
"27341","612",0.2,0,0.01,0.15,0.64
"27342","613",0.65,0,0.06,0.01,0.28
"27343","614",0.33,0,0.01,0.02,0.64
"27344","615",0.74,0.01,0,0.04,0.21
"27345","616",0.26,0.05,0.01,0.65,0.03
"27346","617",0.97,0,0,0,0.03
"27347","618",0.66,0,0,0.21,0.13
"27348","619",1,0,0,0,0
"27349","620",1,0,0,0,0
"27350","621",0,0,0.09,0.01,0.9
"27351","622",0.92,0,0.01,0.06,0.01
"27352","623",0.12,0,0.05,0.14,0.69
"27353","624",0.21,0.01,0.02,0.7,0.06
"27354","625",0.26,0,0.02,0.47,0.25
